coordinate	declared_license_names	license_urls	license_evidence_coordinate	pom_sha256	verified_artifacts
org.jetbrains.kotlin:kotlin-stdlib:1.8.21	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:1.8.21	fe0cd9e32193e453333fd2b1f577e662fb5abc6907102bb967817bc131280fd7	kotlin-stdlib-1.8.21.jar | kotlin-stdlib-1.8.21.pom
org.jetbrains.kotlin:kotlin-stdlib:1.9.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:1.9.0	37752263f62cc3e3250856e288ee4a73d4102d726a77627034f94806c8c10aca	kotlin-stdlib-1.9.0.jar | kotlin-stdlib-1.9.0.pom
org.jetbrains.kotlin:kotlin-stdlib:1.9.21	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:1.9.21	c807d92f7c6aa1b65c06cf87232363504e690fca3f3c1e27206630a1322fd7e0	kotlin-stdlib-1.9.21.module
org.jetbrains.kotlin:kotlin-stdlib:2.1.21	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:2.1.21	c5524086ca3e49a67986df8fdccd66037baf5f3c5a358b76f9dd609bee7bb638	kotlin-stdlib-2.1.21.jar | kotlin-stdlib-2.1.21.module
org.jetbrains.kotlin:kotlin-stdlib:2.2.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:2.2.0	8c3c821007c13411558739b9f3d5382eb81551db3895cffb89561e56c0f4dc16	kotlin-stdlib-2.2.0.jar | kotlin-stdlib-2.2.0.module
org.jetbrains.kotlin:kotlin-stdlib:2.2.10	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:2.2.10	454ba507a3d36b4ac253df6df96f8739bd26ea19df3f332b10b13f2c5715f787	kotlin-stdlib-2.2.10.jar | kotlin-stdlib-2.2.10.module
org.jetbrains.kotlin:kotlin-stdlib:2.2.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:2.2.21	cf31f923196c63aedecd0a57c24269bd3702a4e47c0bf0bd64b5ada5de522272	kotlin-stdlib-2.2.21.jar | kotlin-stdlib-2.2.21.module
org.jetbrains.kotlin:kotlin-stdlib:2.3.20	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:2.3.20	c83c02d9a7e2e954730491c33c2f1dc03c27662e27b566ec2b44d2d018639b98	kotlin-stdlib-2.3.20.jar | kotlin-stdlib-2.3.20.module
org.jetbrains.kotlin:kotlin-stdlib:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib:2.3.21	3e0b48daa14dc73f8029d8d9e15ed32940377caf7b915510f88d33219b350186	kotlin-stdlib-2.3.21.jar | kotlin-stdlib-2.3.21.module
org.jetbrains.kotlin:kotlin-stdlib-common:1.8.21	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib-common:1.8.21	e19a5577cbcea89728970db5333c8264c8c69ae722eeb79cbf41d5f0b0c9ae65	kotlin-stdlib-common-1.8.21.jar | kotlin-stdlib-common-1.8.21.pom
org.jetbrains.kotlin:kotlin-stdlib-common:1.9.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib-common:1.9.0	3660d36a70feb3abe49f11b90633e41d36273576f071b0e109da9b3a0df082a5	kotlin-stdlib-common-1.9.0.jar | kotlin-stdlib-common-1.9.0.pom
org.jetbrains.kotlin:kotlin-stdlib-common:2.2.10	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib-common:2.2.10	e199b04f736f0c7334ed5deb737899233442b36238a59310790b216b6934c067	kotlin-stdlib-common-2.2.10.module
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.20	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.20	3622d106578cddcc0a9ec20f8ce815f7f49ff542f640228d2141fcaf80616b06	kotlin-stdlib-jdk7-1.8.20.jar | kotlin-stdlib-jdk7-1.8.20.pom
org.jetbrains.kotlin:kotlin-stdlib-jdk7:2.2.10	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib-jdk7:2.2.10	be494907e0e19c78bb821154afa1776d5ad7a058b4ab30090f74354b0e1338de	kotlin-stdlib-jdk7-2.2.10.jar | kotlin-stdlib-jdk7-2.2.10.pom
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.20	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.20	3a462214a336e995687769531b1e37b0c81d8e10c9949cd5ea7ae1d7803a0232	kotlin-stdlib-jdk8-1.8.20.jar | kotlin-stdlib-jdk8-1.8.20.pom
org.jetbrains.kotlin:kotlin-stdlib-jdk8:2.2.10	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-stdlib-jdk8:2.2.10	2569cf5a980724f140157501db36dffab919cd0d443d2e14b5a35a2f96f84fac	kotlin-stdlib-jdk8-2.2.10.jar | kotlin-stdlib-jdk8-2.2.10.pom
org.jetbrains.kotlin:kotlin-tooling-core:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-tooling-core:2.3.21	6d4986b03cec6815b7b132ecb76ad6c0b71ccda7904b3a114cf39700e9cac8e4	kotlin-tooling-core-2.3.21.jar | kotlin-tooling-core-2.3.21.pom
org.jetbrains.kotlin:kotlin-util-io:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-util-io:2.3.21	9f43f9d3b81eb7e24f87a1080e080bf91ec379d4a91251339bf419da855b07ca	kotlin-util-io-2.3.21.jar | kotlin-util-io-2.3.21.pom
org.jetbrains.kotlin:kotlin-util-klib:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-util-klib:2.3.21	062ef48f6b81309c38b2a04447bcac1773b2586e8d3d6befe908be97946da35d	kotlin-util-klib-2.3.21.jar | kotlin-util-klib-2.3.21.pom
org.jetbrains.kotlin:kotlin-util-klib-metadata:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin:kotlin-util-klib-metadata:2.3.21	75dfd566fd07a11171c4d89b1b67051475e96f052c2affcd814362a71f7bb451	kotlin-util-klib-metadata-2.3.21.jar | kotlin-util-klib-metadata-2.3.21.pom
org.jetbrains.kotlin.jvm:org.jetbrains.kotlin.jvm.gradle.plugin:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin.jvm:org.jetbrains.kotlin.jvm.gradle.plugin:2.3.21	2fd3266ee13e745e767a01305e4854127eb9e406c981202aafaa01ce09149d46	org.jetbrains.kotlin.jvm.gradle.plugin-2.3.21.pom
org.jetbrains.kotlin.plugin.compose:org.jetbrains.kotlin.plugin.compose.gradle.plugin:2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlin.plugin.compose:org.jetbrains.kotlin.plugin.compose.gradle.plugin:2.3.21	49e705db8a543e7e59c40cb1e11633d9bc37348bffe4f115f1979cdf889f9228	org.jetbrains.kotlin.plugin.compose.gradle.plugin-2.3.21.pom
org.jetbrains.kotlinx:atomicfu:0.22.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:atomicfu:0.22.0	96c3f87d03628a83111c3df934e803d77e10d613420f7bc4d300598386c8ef37	atomicfu-0.22.0.module
org.jetbrains.kotlinx:atomicfu:0.28.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:atomicfu:0.28.0	c9ba01ef3e6899d42cf070d59ba39d572fc5863bf296c729a99722c0647df6ca	atomicfu-0.28.0.module
org.jetbrains.kotlinx:atomicfu-jvm:0.22.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:atomicfu-jvm:0.22.0	09233d37935a296878fc7ebef761021264fae2805bf926420328b7cb90d67a56	atomicfu-jvm-0.22.0.jar | atomicfu-jvm-0.22.0.module
org.jetbrains.kotlinx:atomicfu-jvm:0.28.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:atomicfu-jvm:0.28.0	dd7fad5d5d4b21ca9db0788750b0997ba1db6882ded86e5212f5c83fc51facec	atomicfu-jvm-0.28.0.jar | atomicfu-jvm-0.28.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-android:1.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-android:1.11.0	224567420d3e0ed5fef40f789fded45dfd51b162319e28d77d3c9a8dec4821b8	kotlinx-coroutines-android-1.11.0.jar | kotlinx-coroutines-android-1.11.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-android:1.8.1	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-android:1.8.1	88e8c7ede4d29b8027a2da6ea9e3ce550c556a4213633f8f6de28bb9fb201c90	kotlinx-coroutines-android-1.8.1.module
org.jetbrains.kotlinx:kotlinx-coroutines-android:1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-android:1.9.0	be86020cd5b93b8a68ca43185a049b9b0baa345fd1be1fdaa014fdaef92d6e7c	kotlinx-coroutines-android-1.9.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.10.2	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.10.2	faf0c6538e53ddc0499a63664d8e763c216580b2e18e722ccbdf1b431a6afe26	kotlinx-coroutines-bom-1.10.2.pom
org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.11.0	f65860bce58a2bfadf05fdc516d38333421f0e387fef87e24449c0394c80d254	kotlinx-coroutines-bom-1.11.0.pom
org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.7.3	4e5d1900e6379ef3f5970d04a8f30529adc82f859e8cc107c21ce8149ef666c4	kotlinx-coroutines-bom-1.7.3.pom
org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.8.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.8.0	1239e9dbe1397cd5971342956b2511bc3ace7b641842e4372a088dcfa8b9ad55	kotlinx-coroutines-bom-1.8.0.pom
org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.8.1	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.8.1	563e4aa29fa8fe09a6e1746d0a5b51308f7c7dedc468dc5a0ca810a485877030	kotlinx-coroutines-bom-1.8.1.pom
org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.9.0	bea5511e9001f2c593ab5080df131b219ab5e2085cc5979ce583eacd4946fd78	kotlinx-coroutines-bom-1.9.0.pom
org.jetbrains.kotlinx:kotlinx-coroutines-core:1.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core:1.11.0	41b6e78c1b0d11bc99de795390df9e4ece64dc113f482d6e308f1b7a421c1d30	kotlinx-coroutines-core-1.11.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-core:1.6.4	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core:1.6.4	136b4edb87a47e15251f0842f3189fa31979eb4ab51acfb4239b4bf8d16d4588	kotlinx-coroutines-core-1.6.4.module
org.jetbrains.kotlinx:kotlinx-coroutines-core:1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core:1.7.3	ed6eb0398717035e29f1c1d60a4e3ddbb89858f3db9e07b57ad759d374dae829	kotlinx-coroutines-core-1.7.3.module
org.jetbrains.kotlinx:kotlinx-coroutines-core:1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core:1.9.0	770f2793d05e2b027b9c799938ec1d2d4ef141ce5819c780c32c3995cadb0a47	kotlinx-coroutines-core-1.9.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.10.2	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.10.2	658f576b96c832e7382406adb197d64d8e2e97de10e96dfa3700decfa2a60def	kotlinx-coroutines-core-jvm-1.10.2.jar | kotlinx-coroutines-core-jvm-1.10.2.module
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.11.0	dd54b97aa3fab91fc24f5df2916c22be9429a339d2f45b7ff092332f6c19dc39	kotlinx-coroutines-core-jvm-1.11.0.jar | kotlinx-coroutines-core-jvm-1.11.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.6.4	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.6.4	09d960f85922903c2e52e126b17e9fa5020b425c469ec61944b3c01835547224	kotlinx-coroutines-core-jvm-1.6.4.module
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.7.3	753858753decbbb2397343e2b871f062f697812e9422e41c9ee46a66b93eee30	kotlinx-coroutines-core-jvm-1.7.3.jar | kotlinx-coroutines-core-jvm-1.7.3.module
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.8.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.8.0	a5633abd53467ceb91622d81f2e982080877145e0b76e1b75788715434885d0b	kotlinx-coroutines-core-jvm-1.8.0.jar | kotlinx-coroutines-core-jvm-1.8.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.8.1	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.8.1	47c6a50b14151e8faf7f350a95235c37d12abc38bfb055b668974293172daf2c	kotlinx-coroutines-core-jvm-1.8.1.module
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.9.0	19c4889941b3aa098bd57cc64f02f9adacc654d571a12a956de4b5bb148c6499	kotlinx-coroutines-core-jvm-1.9.0.jar | kotlinx-coroutines-core-jvm-1.9.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-test:1.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-test:1.11.0	9fe5cd4c606c785cc14fc4692ed1ec6cb4053c1f5e67fa8b3fa3adf1c71af9aa	kotlinx-coroutines-test-1.11.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-test:1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-test:1.9.0	e6b4aae143750cb1b64e0397d4b96dc6135ba6ab2c337386df54df0d98cdf121	kotlinx-coroutines-test-1.9.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-test-jvm:1.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-test-jvm:1.11.0	84d119326de6496b8f20a985abe33d18e2d262b0cf2045305a91ebc57fb1f5b6	kotlinx-coroutines-test-jvm-1.11.0.jar | kotlinx-coroutines-test-jvm-1.11.0.module
org.jetbrains.kotlinx:kotlinx-coroutines-test-jvm:1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-coroutines-test-jvm:1.9.0	e808f2810b1d6b94de8e4dc9718df5bd33eebdada3fdbf2f7eecfafd56982bfd	kotlinx-coroutines-test-jvm-1.9.0.module
org.jetbrains.kotlinx:kotlinx-serialization-bom:1.10.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-bom:1.10.0	2e973e4dfc3bc638dd2e683da959dc2b97923297bf3b8f60c7ff00d61eac3b07	kotlinx-serialization-bom-1.10.0.pom
org.jetbrains.kotlinx:kotlinx-serialization-bom:1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-bom:1.7.3	4226a491c5b59ce909f73b65aa98944191c8dcac3825637c6be1069e6b589a46	kotlinx-serialization-bom-1.7.3.pom
org.jetbrains.kotlinx:kotlinx-serialization-bom:1.8.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-bom:1.8.1	00f3555ae7624851c67db12c308bc9ce26ae327cf0d724766a401e5ba00608c7	kotlinx-serialization-bom-1.8.1.pom
org.jetbrains.kotlinx:kotlinx-serialization-core:1.10.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-core:1.10.0	6428b9284325d336319921eb058ef515df01cd8e8ef6cdc1341ecfa8ef6b3574	kotlinx-serialization-core-1.10.0.module
org.jetbrains.kotlinx:kotlinx-serialization-core:1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-core:1.7.3	31d111776b9af777ca167103f2d61fbeeaa32dae6dd6635906b76d8278ba5730	kotlinx-serialization-core-1.7.3.module
org.jetbrains.kotlinx:kotlinx-serialization-core:1.8.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-core:1.8.1	473f0aa3e4a17aab7860dca490dc42eabb6124f1d2953e6a995a08717e50c714	kotlinx-serialization-core-1.8.1.module
org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.10.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.10.0	5c4c0c8010042b7f542ab484dea8a3687b96c20944e72c063eac16a2739ad8e4	kotlinx-serialization-core-jvm-1.10.0.jar | kotlinx-serialization-core-jvm-1.10.0.module
org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.7.3	734f5f749208dd0bef3d98caa594cf9222afdf0fee5b6843347a8fe64e240427	kotlinx-serialization-core-jvm-1.7.3.jar | kotlinx-serialization-core-jvm-1.7.3.module
org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.8.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.8.1	446655e8d43828bfbb387ce9d151a9371a3092b48b909e80606b53fc58979e28	kotlinx-serialization-core-jvm-1.8.1.jar | kotlinx-serialization-core-jvm-1.8.1.module
org.jetbrains.kotlinx:kotlinx-serialization-json:1.10.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-json:1.10.0	fae5e7b44ea219bdeace84a50bff32d3ac7f6dd19be4a8e24536e1833c54a0d6	kotlinx-serialization-json-1.10.0.module
org.jetbrains.kotlinx:kotlinx-serialization-json:1.8.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-json:1.8.1	c7700c99c83de02b46541a3d7e4b69b388749b7c0f57dceb454d143f2cd87a7b	kotlinx-serialization-json-1.8.1.module
org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.10.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.10.0	786ca9c81c3c7ec53d924bb236a008f214c2c096d1317dc9f7b378ecd10fd5cd	kotlinx-serialization-json-jvm-1.10.0.jar | kotlinx-serialization-json-jvm-1.10.0.module
org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.8.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.8.1	d665d6b41fe058f666a6f386ad2e49cc101ef8fd2eefefefcbc111e91ee82436	kotlinx-serialization-json-jvm-1.8.1.jar | kotlinx-serialization-json-jvm-1.8.1.module
org.jspecify:jspecify:1.0.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.jspecify:jspecify:1.0.0	cdab929a3b95211f43d2090c5e2d0dfe8465960e378bc32b35841dab324433a6	jspecify-1.0.0.jar | jspecify-1.0.0.module
org.junit:junit-bom:5.10.2	Eclipse Public License v2.0	https://www.eclipse.org/legal/epl-v20.html	org.junit:junit-bom:5.10.2	169dd904a4b0f6520cffe658cc62292bfe9f3c14a989fa92120724cde43a9968	junit-bom-5.10.2.module | junit-bom-5.10.2.pom
org.junit:junit-bom:5.11.0-M2	Eclipse Public License v2.0	https://www.eclipse.org/legal/epl-v20.html	org.junit:junit-bom:5.11.0-M2	4a3ffc4a4edcfec2cb5d619922706a9407161798571939f854dfda73e4e17cc8	junit-bom-5.11.0-M2.module | junit-bom-5.11.0-M2.pom
org.junit:junit-bom:5.9.2	Eclipse Public License v2.0	https://www.eclipse.org/legal/epl-v20.html	org.junit:junit-bom:5.9.2	2ed07d65845131f5336a86476c9a4056b59d0b58b9815ab3679bb0f36f35f705	junit-bom-5.9.2.pom
org.jvnet.staxex:stax-ex:1.8.1	Eclipse Distribution License - v 1.0	http://www.eclipse.org/org/documents/edl-v10.php	org.jvnet.staxex:stax-ex:1.8.1	8fc84f36ce6da6ce8c893b6538199a7f69a69a0706d9b17a3ee6a3a09452eed6	stax-ex-1.8.1.jar | stax-ex-1.8.1.pom
org.ow2:ow2:1.5.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	org.ow2:ow2:1.5.1	321ddbb7ee6fe4f53dea6b4cd6db74154d6bfa42391c1f763b361b9f485acf05	ow2-1.5.1.pom
org.ow2.asm:asm:9.9	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm:9.9	cf861ef1e745d57154af79ae14df340ed5341e5dcd0157cefcd2eb7f1aa05c57	asm-9.9.jar | asm-9.9.pom
org.ow2.asm:asm:9.9.1	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm:9.9.1	aca68dee9ba2f6cd90ffde728efdc7e3ebfcf59f3f41fbfe248d2d01d5b866af	asm-9.9.1.jar | asm-9.9.1.pom
org.ow2.asm:asm-analysis:9.9	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm-analysis:9.9	909f24a710c728e0e5d643ec0b4834a63cb3d30022100d583d5dd6a26e35cda6	asm-analysis-9.9.jar | asm-analysis-9.9.pom
org.ow2.asm:asm-bom:9.9	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm-bom:9.9	0fa27336fa7b62923ca9bdc69526ebe712a3bfb1f7ee8bf76c4a0b3f85f19d62	asm-bom-9.9.pom
org.ow2.asm:asm-commons:9.9	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm-commons:9.9	18a5d3ef1377e7544b3ca3210f261396b987f6010ef591d3872adae63119ee43	asm-commons-9.9.jar | asm-commons-9.9.pom
org.ow2.asm:asm-tree:9.9	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm-tree:9.9	d01788ed8e6e8e24acaf6cb4a7bdcc2733416252faa00232959e3e2e9df1bf44	asm-tree-9.9.jar | asm-tree-9.9.pom
org.ow2.asm:asm-tree:9.9.1	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm-tree:9.9.1	67fee446ba512871300738f0f956f61a500a852f6861ff70f0a3c7bf0c0fa405	asm-tree-9.9.1.jar | asm-tree-9.9.1.pom
org.ow2.asm:asm-util:9.9	BSD-3-Clause	https://asm.ow2.io/license.html	org.ow2.asm:asm-util:9.9	a98593fda1c53a9e70d7660f416720e308d24db8e1c456fa17e76ba78d272b6b	asm-util-9.9.jar | asm-util-9.9.pom
org.slf4j:slf4j-api:1.7.30	MIT License	http://www.opensource.org/licenses/mit-license.php	org.slf4j:slf4j-parent:1.7.30	7e0747751e9b67e19dcb5206f04ea22cc03d250c422426402eadd03513f2c314	slf4j-api-1.7.30.jar | slf4j-api-1.7.30.pom
org.slf4j:slf4j-parent:1.7.30	MIT License	http://www.opensource.org/licenses/mit-license.php	org.slf4j:slf4j-parent:1.7.30	11647956e48a0c5bfb3ac33f6da7e83f341002b6857efd335a505b687be34b75	slf4j-parent-1.7.30.pom
